date,EUR-OPEN,EUR-HIGH,EUR-LOW,USD-OPEN,USD-HIGH,USD-LOW,GBP-OPEN,GBP-HIGH,GBP-LOW,JPY-OPEN,JPY-HIGH,JPY-LOW,JPY
1997.12.9,1618.87,1619.6,1618.87,1450,1465.7,1450,2391.05,2424.86,2382.06,11.1153,11.3255,11.1026,11.2968
1997.12.10,1733.76,1734.55,1733.76,1400,1565.9,1400,2421.04,2588.43,2310.98,11.292,12.2049,10.8192,12.0966
1997.12.11,1931.34,1931.77,1931.34,1690,1719.8,1690,2579.82,2854.18,2579.82,12.0966,13.3727,12.09,13.2481
1997.12.12,1901.18,1904.82,1901.18,1602.5,1812.5,1602.5,2851.94,3004.15,2651.2,13.2547,13.9366,12.3001,13.1377
1997.12.15,1736.24,1737.03,1736.24,1600,1679,1563.9,2815.52,2818.52,2547.59,13.1165,13.1231,11.881,11.9491
1997.12.16,1577.22,1581.26,1577.22,1353,1453,1333,2553.07,2559.47,2171.89,11.9491,11.9814,10.1387,10.9119
1997.12.17,1647.32,1650.28,1647.32,1407,1527,1407,2328.95,2508.1,2297.18,10.8869,12.103,10.6779,11.6726
1997.12.18,1649.09,1652.06,1649.09,1483,1483,1483,2444.39,2472.01,2439.95,11.6431,11.7044,11.4363,11.5211
1997.12.19,1748.2,1754.56,1748.2,1455,1675,1455,2465.27,2786.68,2410.63,11.5163,12.9761,11.1624,12.1829
1997.12.22,1898.1,1898.95,1898.1,1500,1718,1500,2617.98,2864.76,2503.5,12.1236,13.2433,11.5884,13.1392
1997.12.23,2182.46,2183.44,2182.46,1800,1995,1800,2991.6,3316.65,2983.5,13.8302,15.2838,13.7847,15.1644
1997.12.24,2038.6,2042.87,2038.6,1853,1913,1753,3266.93,3272.85,2906.75,15.1316,15.1574,13.425,14.1222
1997.12.25,2039.34,2043.14,2039.34,1832,1832,1832,3049.86,3064.93,3048.94,14.0909,14.1194,14.0347,14.0869
1997.12.26,1672.05,1676.53,1672.05,1353,1543,1353,3057.36,3063.86,2251.8,14.0422,14.0674,10.3409,11.5239
1997.12.29,1558.33,1581.16,1558.33,1410,1520,1385,2513.25,2551.9,2289.79,11.5207,11.7086,10.4879,11.0557
1997.12.30,1801.31,1807.65,1801.31,1262,1710,1256.1,2354.7,2856.11,2089.96,10.883,13.1617,9.6409,12.5644
1997.12.31,1862.13,1862.97,1862.13,1600,1765,1600,2698.47,2925.81,2651.2,12.5288,13.5794,12.3077,12.9751
1998.1.2,1856.87,1857.3,1856.87,1695,1695,1695,2792.51,2794.2,2770.48,12.9736,12.9889,12.778,12.8016
1998.1.5,1916.91,1928.63,1916.91,1710,1780,1660,2783.53,2928.84,2709.3,12.8118,13.449,12.4811,13.3259
1998.1.6,1885.12,1887.61,1885.12,1851.5,1851.5,1701.5,2884.22,3013.26,2764.2,13.2535,13.8272,12.6913,13.0609
1998.1.7,1890.01,1895.22,1890.01,1674,1825,1674,2833.01,2960.6,2705.4,13.0185,13.6715,12.4441,13.2933
1998.1.8,1934.58,1938.18,1934.58,1702.5,1807.5,1702.5,2836.5,2938.06,2759.95,13.1947,13.733,12.8157,13.4753
1998.1.9,1955.9,1960.06,1955.9,1733,1823,1733,2879.56,2944.13,2790.49,13.4544,13.8606,13.0961,13.7014
1998.1.12,1879.87,1882.91,1879.87,1702,1782,1702,2913.08,2986.31,2739.55,12.8603,13.5333,12.8341,13.0912
1998.1.13,1913.74,1915.7,1913.74,1701,1765,1701,2815.56,2892.34,2760.46,13.0736,13.441,12.7964,13.4196
1998.1.14,1799.11,1802.65,1799.11,1742.5,1742.5,1662.5,2879.86,2885.64,2697.17,13.4068,13.497,12.6063,12.6952
1998.1.15,1726.88,1732,1726.88,1609,1674,1524,2704.64,2727.42,2474.56,12.6776,12.8223,11.6226,12.3541
1998.1.16,1739.73,1745.61,1739.73,1625,1650,1585,2608.48,2687.86,2571.45,12.3219,12.7438,12.1398,12.5256
1998.1.19,1704.42,1705.21,1704.42,1570,1595,1566,2637.6,2642.51,2564.33,12.5281,12.6682,12.1753,12.2689
1998.1.20,1758.44,1773.13,1758.44,1586,1657,1586,2592,2707.82,2582.51,12.2372,12.7908,12.2004,12.7779
1998.1.21,1868.25,1870.2,1868.25,1643,1734,1638,2659.82,2822.69,2656.06,12.7396,13.5988,12.7208,13.5732
1998.1.22,1915.54,1919.7,1915.54,1703,1763,1698,2812.63,2904.31,2762.85,13.5563,13.9042,13.3255,13.8156
1998.1.23,1932,1935.09,1932,1742,1762,1722,2890.59,2925.07,2785.63,13.7752,13.9235,13.2914,13.9013
1998.1.26,1840.16,1844.85,1840.16,1694.5,1704.5,1653.5,2831.58,2874.52,2765.09,13.4763,13.7204,13.1631,13.2683
1998.1.27,1845.35,1850.05,1845.35,1678.5,1678.5,1678.5,2773.8,2792.12,2750.35,13.2306,13.4017,13.2046,13.39
1998.1.28,1815.62,1827.59,1815.62,1680,1680,1680,2752.03,2776.07,2732.93,13.3754,13.4795,13.2435,13.4341
1998.1.29,1802.6,1814.24,1802.6,1680,1680,1680,2742.64,2764.38,2730.62,13.3493,13.4823,13.2571,13.3493
1998.1.30,1637.8,1644.4,1637.8,1524,1604,1504,2488.39,2634.66,2455.05,12.0635,12.7525,11.7481,11.9976
1998.2.2,1689.04,1696.82,1689.04,1500,1581,1500,2482.16,2579.47,2445.75,12.0063,12.5089,11.8278,12.3053
1998.2.3,1720.3,1721.63,1720.3,1500.5,1580.5,1500.5,2551.06,2602.78,2464.5,12.3101,12.5836,11.8906,12.5606
1998.2.4,1760.76,1761.57,1760.76,1570,1610,1570,2599.89,2667.99,2577.94,12.5447,13.0261,12.4752,12.9976
1998.2.5,1764.32,1769.53,1764.32,1554,1621,1554,2662.85,2682.55,2566.03,12.9897,13.0959,12.5,12.9774
1998.2.6,1690.28,1694.33,1690.28,1563,1604,1553,2643.2,2650.35,2544.79,12.9481,12.9769,12.4538,12.5449
1998.2.9,1686.86,1688.72,1686.86,1551,1564,1531,2542.86,2566.51,2487.02,12.4779,12.5736,12,12.5433
1998.2.10,1724.06,1727.03,1724.06,1562,1612,1561,2534.1,2629.95,2532.39,12.5241,13.0132,12.496,12.8525
1998.2.11,1736,1738.03,1736,1581.5,1611.5,1581.5,2571.38,2623.93,2555.02,12.8326,13.0591,12.7126,12.9634
1998.2.12,1770.41,1775.05,1770.41,1600.5,1641.5,1600.5,2612,2679.77,2607.9,12.9429,13.3046,12.9155,13.0369
1998.2.13,1759.64,1762.09,1759.64,1610.5,1627.5,1610.5,2657.65,2666.34,2633.93,13.0197,13.1122,12.9001,12.9523
1998.2.16,1804.49,1811.86,1804.49,1625,1665,1625,2658.42,2733.59,2657.59,12.9176,13.2457,12.8694,13.2227
1998.2.17,1824.35,1828.98,1824.35,1693.5,1732.5,1677.5,2717.11,2838.65,2714.12,13.1646,13.7722,13.1406,13.3441
1998.2.18,1854.61,1856.55,1854.61,1670,1716,1670,2751.77,2812.18,2719.64,13.3044,13.6113,13.1916,13.5231
1998.2.19,1814.2,1818.85,1814.2,1707.5,1722.5,1652.5,2797.12,2822.55,2701.06,13.5077,13.6355,13.0697,13.2637
1998.2.20,1796.24,1800.88,1796.24,1663.5,1668.5,1630.5,2728.38,2816.95,2646.26,13.2144,13.63,12.8035,12.9665
1998.2.23,1825.83,1828.32,1825.83,1650.5,1663.5,1640.5,2705.61,2743.13,2678.45,12.9027,13.0308,12.7301,12.9993
1998.2.24,1815.88,1818.91,1815.88,1661,1667,1651,2729.87,2740.22,2709.31,12.9617,13.0118,12.8761,12.9264
1998.2.25,1784.92,1787.37,1784.92,1630.5,1646.5,1630.5,2723.32,2728.76,2685.08,12.9073,12.9552,12.7209,12.7791
1998.2.26,1799.95,1802.41,1799.95,1641.5,1660.5,1641.5,2694.03,2727.6,2692.06,12.7844,13.0245,12.7407,13.005
1998.2.27,1774.36,1777.36,1774.36,1651,1653,1629,2717.2,2722.39,2673.49,13.0004,13.0543,12.7859,12.9475
1998.3.2,1687.47,1690.43,1687.47,1611.5,1616.5,1536.5,2680.55,2692.4,2538.77,12.9157,12.972,12.2329,12.3541
1998.3.3,1696.03,1700.09,1696.03,1527,1562,1527,2548.78,2587.04,2501.94,12.3317,12.3874,12.0949,12.3212
1998.3.4,1700.39,1702.81,1700.39,1548.5,1575.5,1548.5,2560.8,2600.35,2552.55,12.2999,12.5611,12.2853,12.3456
1998.3.5,1722.68,1727.8,1722.68,1553,1604.5,1553,2575.2,2644.78,2555.08,12.3314,12.6095,12.2065,12.5191
1998.3.6,1764.98,1767.42,1764.98,1610.5,1645.5,1595.5,2607.42,2690.06,2604.91,12.501,12.9376,12.4834,12.8167
1998.3.9,1743.31,1747.37,1743.31,1627,1639,1613,2677.31,2683.52,2628,12.8105,12.8454,12.5311,12.6208
1998.3.10,1721.18,1725.76,1721.18,1582.5,1607.5,1572.5,2637.82,2645.33,2567.35,12.5978,12.6549,12.3059,12.503
1998.3.11,1710.8,1712.13,1710.8,1584.5,1594.5,1559.5,2609.03,2616.66,2539.59,12.4755,12.5259,12.1224,12.2194
1998.3.12,1677.72,1680.66,1677.72,1576,1587,1546,2605.49,2613.78,2519.03,12.2227,12.2879,11.8417,11.998
1998.3.13,1654.59,1661.36,1654.59,1534.5,1557.5,1504.5,2562.61,2582.09,2480.85,11.9876,12.1302,11.6409,11.9085
1998.3.16,1588.28,1593.91,1588.28,1463.5,1511.5,1458.5,2536.58,2546.18,2422.36,11.8562,11.9185,11.2206,11.2753
1998.3.17,1597.79,1600.7,1597.79,1436,1468,1436,2391.2,2460.36,2385.46,11.0623,11.4045,11.0554,11.3931
1998.3.18,1611.92,1614.3,1611.92,1473.5,1493.5,1470.5,2465.6,2507.95,2450.29,11.4241,11.468,11.2481,11.423
1998.3.19,1593.48,1597.47,1593.48,1482,1517,1472,2477.98,2532.6,2445.35,11.3996,11.6751,11.2214,11.258
1998.3.20,1566.67,1570.65,1566.67,1462,1472,1437,2447.55,2454.9,2388.76,11.2428,11.3169,11.0012,11.1
1998.3.23,1483.9,1488.94,1483.9,1418,1438,1353,2410.26,2417.95,2250.13,11.0915,11.1262,10.3332,10.4751
1998.3.24,1491.48,1494.88,1491.48,1351.5,1428.5,1351.5,2285.89,2396.57,2262,10.4468,10.9909,10.3491,10.5657
1998.3.25,1504.39,1508.35,1504.39,1344,1393,1344,2299.8,2331.19,2243.49,10.5409,10.7994,10.2774,10.7726
1998.3.26,1517.44,1521.96,1517.44,1372.5,1400.5,1372.5,2320.01,2354.95,2291.02,10.7323,10.8796,10.6025,10.8576
1998.3.27,1497.49,1500.08,1497.49,1385.75,1395.75,1374.75,2345.23,2353.23,2312.44,10.8266,10.9014,10.5517,10.5793
1998.3.30,1487.03,1489.34,1487.03,1360.5,1388.5,1360.5,2316.8,2336.7,2286.52,10.585,10.6076,10.4138,10.4834
1998.3.31,1489.88,1491.3,1489.88,1360,1395,1360,2316.51,2339.2,2278.36,10.4713,10.5701,10.2994,10.4038
1998.4.1,1490.67,1492.98,1490.67,1380.5,1391.5,1370.5,2314.46,2333.32,2288.42,10.4115,10.4765,10.2462,10.406
1998.4.2,1514.45,1516.76,1514.45,1390.5,1423.5,1390.5,2323.1,2379.01,2315.46,10.3967,10.6709,10.3641,10.5781
1998.4.3,1552.22,1555.09,1552.22,1401,1467,1401,2351.23,2443.41,2329.34,10.5629,10.9198,10.4928,10.7046
1998.4.6,1587.7,1590.6,1587.7,1441,1490,1441,2391.47,2471.17,2383.7,10.6863,11.0657,10.6672,10.9388
1998.4.7,1549.07,1551.95,1549.07,1451,1466,1426,2451.62,2459.79,2373.81,10.9272,10.9865,10.611,10.7527
1998.4.8,1540.04,1544.57,1540.04,1412.5,1427.5,1387.5,2388.09,2396.81,2308.24,10.7325,10.8045,10.3803,10.7496
1998.4.9,1501.54,1508.22,1501.54,1384.5,1399.5,1354.5,2357.96,2369.11,2258.36,10.7173,10.7653,10.212,10.5654
1998.4.10,1505.38,1507.7,1505.38,1375.5,1387.5,1374.5,2306.56,2324.05,2292.91,10.5416,10.8302,10.4566,10.7679
1998.4.13,1524.11,1526.44,1524.11,1350.5,1408.5,1350.5,2312.66,2353.59,2254.85,10.7512,10.9211,10.5391,10.8303
1998.4.14,1534.48,1537.38,1534.48,1401,1422,1392,2336.43,2370.5,2318.24,10.8321,10.9245,10.6989,10.7958
1998.4.15,1529.68,1532.58,1529.68,1381,1408,1381,2353.66,2372.34,2322.51,10.7949,10.8975,10.659,10.685
1998.4.16,1516.21,1521.3,1516.21,1396,1413,1373,2341.75,2382.61,2306.08,10.6836,10.8312,10.4265,10.5024
1998.4.17,1515.92,1519.36,1515.92,1381.5,1389.5,1376.5,2332.89,2351.85,2323.98,10.4784,10.5802,10.4107,10.5085
1998.4.20,1519.92,1522.26,1519.92,1375.5,1396.5,1375.5,2325.91,2351.97,2309.6,10.4808,10.5655,10.3933,10.4711
1998.4.21,1518.55,1521.45,1518.55,1381,1385,1371,2317.61,2322.92,2295.4,10.4641,10.5136,10.383,10.4886
1998.4.22,1512.77,1515.66,1512.77,1356,1377,1356,2301.06,2314.79,2266.6,10.4698,10.5627,10.2911,10.5417
1998.4.23,1499.45,1505.08,1499.45,1363.5,1380.5,1363.5,2295.24,2305.01,2261.51,10.5211,10.5953,10.4218,10.5269
1998.4.24,1501.74,1504.63,1501.74,1363,1370,1363,2273.11,2282.41,2264.87,10.4988,10.5689,10.3551,10.3999
1998.4.27,1502.39,1505.28,1502.39,1361,1368,1353,2270.45,2285.09,2249.5,10.3851,10.4319,10.2024,10.2967
1998.4.28,1481.25,1485.23,1481.25,1348,1349,1344,2274.6,2281.9,2238.35,10.2758,10.3805,10.1586,10.1928
1998.4.29,1470.54,1472.86,1470.54,1343.5,1349.5,1335.5,2239.43,2249.61,2223.1,10.1855,10.2216,10.074,10.113
1998.4.30,1470.5,1472.83,1470.5,1330.5,1345.5,1328.5,2230.85,2248.19,2216.09,10.099,10.1969,10.0264,10.0663
1998.5.1,1479.45,1481.78,1479.45,1336.5,1336.5,1301.5,2229.85,2237.95,2173.21,10.0565,10.0741,9.7634,10.0169
1998.5.4,1493.08,1495.51,1493.08,1341,1356,1341,2218.1,2257.81,2217.03,10.006,10.1763,10.0007,10.1255
1998.5.5,1499.68,1502.58,1499.68,1347,1347,1347,2241.44,2246.78,2227.99,10.1166,10.2589,10.0908,10.2371
1998.5.6,1524.59,1528.07,1524.59,1336.5,1368.5,1336.5,2234.99,2278.14,2213.77,10.2219,10.3418,10.1099,10.2783
1998.5.7,1555.98,1561.7,1555.98,1384.5,1409.5,1370.5,2267.83,2341.25,2265.51,10.263,10.5715,10.2529,10.5123
1998.5.8,1539.84,1542.76,1539.84,1401,1408,1381,2301.56,2320.92,2261.71,10.4778,10.5646,10.3466,10.4384
1998.5.11,1536.93,1540.39,1536.93,1381.5,1402.5,1381.5,2265.86,2296.57,2257.97,10.3956,10.5649,10.3606,10.4628
1998.5.12,1532.36,1538.6,1532.36,1385,1402,1385,2263.83,2288.27,2251.06,10.4377,10.5628,10.3078,10.3601
1998.5.13,1563.58,1569.18,1563.58,1401.5,1417.5,1392.5,2257.75,2321.57,2256.36,10.3286,10.5921,10.3094,10.5724
1998.5.14,1571.51,1574.99,1571.51,1401.5,1423.5,1401.5,2308.57,2322.66,2281.77,10.5573,10.6455,10.4559,10.6431
1998.5.15,1582.09,1585.57,1582.09,1411.5,1445.5,1411.5,2316.02,2359.48,2300.05,10.6224,10.7792,10.5228,10.6901
1998.5.18,1589.66,1593.69,1589.66,1448,1450,1438,2325.85,2352.99,2325.85,10.6517,10.7373,10.5641,10.6133
1998.5.19,1590.05,1593.53,1590.05,1441.5,1466.5,1411.5,2342.1,2379.16,2286.1,10.6154,10.7816,10.3641,10.5751
1998.5.20,1563.46,1566.95,1563.46,1401.5,1446.5,1401.5,2338.27,2351.29,2273.79,10.575,10.6146,10.2679,10.3659
1998.5.21,1553.6,1555.97,1553.6,1385.5,1396.5,1370.5,2296.93,2301.33,2234.89,10.3555,10.4137,10.1033,10.3078
1998.5.22,1547.15,1555.76,1547.15,1376.5,1387.5,1374.5,2264.31,2268.84,2235.66,10.2993,10.3203,10.1287,10.184
1998.5.25,1539.97,1541.99,1539.97,1375.5,1393.5,1375.5,2255.29,2273.77,2240.99,10.1416,10.1774,10.0475,10.1073
1998.5.26,1548.74,1551.66,1548.74,1381,1397,1381,2251.94,2286.32,2246.39,10.0912,10.1857,10.0422,10.1215
1998.5.27,1557.2,1560.67,1557.2,1399.5,1414.5,1399.5,2278.25,2320.36,2273.1,10.1037,10.2971,10.0905,10.2746
1998.5.28,1549.1,1551.66,1549.1,1401,1411,1394,2297.88,2304.23,2268.98,10.2508,10.2909,10.0719,10.1027
1998.5.29,1549.97,1552.33,1549.97,1405.5,1420.5,1403.5,2278.08,2311.01,2276.4,10.0974,10.2382,10.0517,10.1405
1998.6.1,1547.04,1549.4,1547.04,1400.5,1406.5,1395.5,2295.58,2299.02,2271.52,10.1414,10.1663,9.9857,10.0147
1998.6.2,1550.21,1553.68,1550.21,1396.5,1409.5,1396.5,2290.1,2308.53,2282.81,10.0007,10.1317,9.9928,10.1135
1998.6.3,1548.18,1550.55,1548.18,1390.5,1396.5,1385.5,2295.82,2298.62,2261.04,10.1046,10.1351,10.0065,10.0397
1998.6.4,1548.18,1550.55,1548.18,1391.5,1393.5,1391.5,2280.54,2300.82,2271.12,10.0542,10.0923,10.0267,10.0552
1998.6.5,1546.23,1548.6,1546.23,1390.5,1400.5,1390.5,2275.4,2290.97,2269.63,10.0433,10.0914,9.9493,9.9678
1998.6.8,1547.59,1549.39,1547.59,1401,1416,1393,2274.07,2311.62,2270.59,9.9536,10.0693,9.899,9.9393
1998.6.9,1542.47,1546.07,1542.47,1397,1404,1382,2282.93,2293.16,2248.87,9.9079,9.9999,9.8115,9.9572
1998.6.10,1528.27,1530.34,1528.27,1390.25,1396.25,1385.25,2277.56,2287.04,2262.81,9.9252,9.945,9.8236,9.8453
1998.6.11,1515.36,1518.23,1515.36,1391,1395,1387,2266.29,2277.69,2254.78,9.834,9.895,9.6296,9.6753
1998.6.12,1525.01,1528.45,1525.01,1402.5,1412.5,1391.5,2263.85,2298.15,2259.21,9.6631,9.809,9.6083,9.6914
1998.6.15,1565.3,1567.11,1565.3,1380,1436,1380,2277.06,2351.89,2250.53,9.6533,9.846,9.5202,9.8238
1998.6.16,1567.94,1572.51,1567.94,1438.5,1446.5,1407.5,2346.66,2368.77,2301.16,9.8086,10.0087,9.737,9.992
1998.6.17,1568.17,1571.64,1568.17,1411.5,1427.5,1411.5,2357.77,2372.66,2328.37,9.9783,10.4428,9.8283,10.3925
1998.6.18,1534.13,1537.59,1534.13,1351.5,1403.5,1351.5,2365.51,2372.66,2248.78,10.3921,10.4849,9.8864,10.1217
1998.6.19,1539.13,1541.49,1539.13,1385.5,1409.5,1385.5,2325.61,2353.59,2313.36,10.0921,10.4281,10.0875,10.1637
1998.6.22,1531.78,1535.57,1531.78,1397,1408,1387,2319.35,2345.54,2301.32,10.0804,10.2347,10.0014,10.1015
1998.6.23,1517.3,1520.19,1517.3,1384,1392,1382,2324.36,2331.51,2296.88,10.0834,10.1348,9.8997,9.9372
1998.6.24,1514.56,1516.89,1514.56,1385.5,1390.5,1375.5,2303.1,2316.09,2288.81,9.9324,9.961,9.7421,9.7714
1998.6.25,1509.33,1512.22,1509.33,1376,1381,1370,2300.17,2307.16,2280.78,9.7642,9.7925,9.6109,9.6558
1998.6.26,1514.77,1517.11,1514.77,1368.5,1388.5,1368.5,2290.8,2322.8,2282.34,9.6393,9.8235,9.5896,9.7538
1998.6.29,1511.49,1513.83,1511.49,1370.5,1390.5,1370.5,2296.61,2313.11,2272.54,9.59,9.8523,9.55,9.7529
1998.6.30,1499.74,1503.71,1499.74,1383,1386,1364,2302.41,2311.29,2267.15,9.71,9.9652,9.7,9.8955
1998.7.1,1489.75,1493.16,1489.75,1363.5,1373.5,1359.5,2282.42,2290.97,2261.58,9.87,9.9517,9.8,9.924
1998.7.2,1486.07,1488.93,1486.07,1361,1373,1361,2269.51,2277.8,2253.63,9.9,9.9359,9.63,9.7211
1998.7.3,1473.56,1475.87,1473.56,1369.5,1371.5,1352.5,2264.42,2275.01,2228.43,9.71,9.8711,9.67,9.7292
1998.7.6,1466.98,1469.84,1466.98,1351,1353,1331,2229.65,2233.94,2185.41,9.65,9.6763,9.46,9.6074
1998.7.7,1462.8,1466.19,1462.8,1331.5,1355.5,1331.5,2203.49,2222.61,2176.5,9.59,9.7315,9.5,9.6973
1998.7.8,1447.6,1449.89,1447.6,1335.5,1340.5,1329.5,2200.51,2204.84,2159.2,9.68,9.7125,9.5,9.5571
1998.7.9,1413.05,1416.41,1413.05,1326.5,1328.5,1301.5,2180.18,2184.91,2121.09,9.53,9.571,9.22,9.2665
1998.7.10,1425.67,1429.6,1425.67,1303,1323,1292,2129.11,2160.45,2103.52,9.25,9.3829,9.13,9.2874
1998.7.13,1439.48,1441.45,1439.48,1315.5,1325.5,1308.5,2134.65,2162.95,2133.73,9.17,9.3423,9.08,9.3003
1998.7.14,1410.42,1413.26,1410.42,1302,1305,1286,2132.65,2143.05,2101.03,9.3,9.3359,9.07,9.2101
1998.7.15,1406.28,1409.12,1406.28,1276,1286,1269,2102.96,2107.06,2068.76,9.19,9.2075,8.99,9.1382
1998.7.16,1415.76,1419.16,1415.76,1266.5,1287.5,1266.5,2095.08,2111.82,2068.66,9.11,9.2395,8.99,9.161
1998.7.17,1414.86,1417.94,1414.86,1283.5,1283.5,1283.5,2106.99,2111.74,2106.99,9.17,9.2012,9.17,9.1908
1998.7.20,1426.33,1428.09,1426.33,1265,1293,1265,2106.99,2127.1,2079.66,9.2,9.2989,9.08,9.273
1998.7.21,1425.06,1427.37,1425.06,1280.5,1292.5,1280.5,2120.05,2131.22,2104.59,9.26,9.3023,9.18,9.2056
1998.7.22,1420.92,1423.45,1420.92,1286,1300,1286,2117.21,2121.4,2117.21,9.13,9.1548,9.13,9.1373
1998.7.23,1405.26,1408.11,1405.26,1281,1292,1273,2117.21,2122.25,2083.9,9.13,9.1658,8.95,9.023
1998.7.24,1379.72,1382.28,1379.72,1260.75,1265.75,1243.75,2101.98,2108.68,2051.48,9,9.0655,8.77,8.7915
1998.7.27,1334.6,1337.41,1334.6,1226,1246,1199,2061.93,2065.91,1984.03,8.79,8.8055,8.43,8.4927
1998.7.28,1396.71,1400.12,1396.71,1199.5,1267.5,1186.5,1999.6,2099.07,1951.25,8.47,8.9393,8.29,8.9035
1998.7.29,1381.1,1383.39,1381.1,1220.5,1257.5,1220.5,2065.97,2074.11,2008.91,8.9,8.9115,8.64,8.734
1998.7.30,1363.45,1365.72,1363.45,1240.5,1250.5,1225.5,2041.85,2057.92,1993.57,8.72,8.7834,8.54,8.5878
1998.7.31,1362.96,1365.24,1362.96,1210.5,1237.5,1210.5,2017.19,2025.1,1977.92,8.58,8.6133,8.4,8.4979
1998.8.3,1367.72,1373.86,1367.72,1234,1251,1234,2008.19,2045.22,2006.96,8.48,8.6373,8.47,8.5479
1998.8.4,1377.15,1379.44,1377.15,1235.5,1241.5,1230.5,2016.86,2033.37,1984.53,8.51,8.5918,8.43,8.5631
1998.8.5,1400.87,1407.07,1400.87,1235,1270,1235,2028.61,2080.82,2016.46,8.55,8.8369,8.55,8.7905
1998.8.6,1474.88,1478.32,1474.88,1256.5,1335.5,1256.5,2060.98,2188.34,2051.29,8.76,9.2505,8.7,9.214
1998.8.7,1462.96,1469.16,1462.96,1320,1356,1274,2168.36,2213.3,2072.02,9.18,9.3457,8.76,9.0614
1998.8.10,1467.44,1479.18,1467.44,1339,1369,1335,2140.16,2229.47,2139.5,8.99,9.3799,8.97,9.1248
1998.8.11,1470.71,1476.91,1470.71,1336,1349,1322,2165.71,2201.56,2144.47,9.05,9.1755,8.92,9.0653
1998.8.12,1473.95,1480.16,1473.95,1327,1349,1327,2168.96,2202.61,2155.52,9.03,9.2258,9.02,9.1192
1998.8.13,1452.55,1475.32,1452.55,1335,1360,1335,2158.4,2213.43,2133.59,9.1,9.3395,8.95,9.2079
